id,proba,label
15740,0.4147573411464691,0
38794,0.3970277011394501,0
60792,0.3195604979991913,0
71824,0.32641419768333435,0
4796,0.351235032081604,0
75310,0.36263301968574524,0
63425,0.5025916695594788,1
72360,0.23428335785865784,0
17203,0.31701454520225525,0
76803,0.3987991511821747,0
96013,0.4812028408050537,0
78093,0.2995222508907318,0
8179,0.33189713954925537,0
60425,0.38405540585517883,0
68439,0.16394804418087006,0
93602,0.3458368182182312,0
30941,0.42989930510520935,0
13782,0.5322972536087036,1
38902,0.4932359457015991,0
42698,0.3167872726917267,0
71840,0.5451772809028625,1
24890,0.47041070461273193,0
74863,0.42810213565826416,0
9257,0.44878649711608887,0
50921,0.34878620505332947,0
3218,0.4466305077075958,0
20396,0.43162673711776733,0
74895,0.3497028052806854,0
32489,0.3380715548992157,0
2937,0.3897264003753662,0
51379,0.5532310605049133,1
54701,0.36410412192344666,0
32198,0.40519288182258606,0
86423,0.37173524498939514,0
52809,0.4805222749710083,0
60158,0.3342856168746948,0
60589,0.3348754048347473,0
43186,0.39660221338272095,0
50498,0.406779944896698,0
21658,0.46254226565361023,0
96371,0.4002723693847656,0
49873,0.3054203987121582,0
6738,0.4258820414543152,0
19870,0.3788837790489197,0
59604,0.4364561438560486,0
49306,0.4303502142429352,0
8679,0.28383055329322815,0
10536,0.3827770948410034,0
34571,0.2589353919029236,0
40596,0.5729156732559204,1
8245,0.429983526468277,0
4567,0.4139692187309265,0
60837,0.4040248692035675,0
4851,0.5000964403152466,1
59482,0.3778364658355713,0
74308,0.3132481276988983,0
12945,0.29526543617248535,0
86302,0.4128381311893463,0
70341,0.3404788374900818,0
42609,0.4379804730415344,0
73964,0.4595015048980713,0
59120,0.2977273762226105,0
24560,0.31987661123275757,0
67209,0.33316218852996826,0
64019,0.3700055181980133,0
8612,0.2478659451007843,0
43925,0.24134424328804016,0
49713,0.3168826401233673,0
28069,0.26906871795654297,0
78259,0.37367144227027893,0
60278,0.3010578751564026,0
62038,0.49841752648353577,0
60534,0.4439622163772583,0
79160,0.28529587388038635,0
17094,0.3816739022731781,0
32698,0.308204710483551,0
38601,0.3369571566581726,0
49580,0.30176597833633423,0
52804,0.2698432207107544,0
32904,0.538421630859375,1
12804,0.45295268297195435,0
38125,0.36379170417785645,0
28164,0.4341983199119568,0
93756,0.5099676847457886,1
27103,0.4403770864009857,0
31482,0.46228474378585815,0
68759,0.38425207138061523,0
69743,0.33755770325660706,0
36047,0.5717993974685669,1
52179,0.29725271463394165,0
18953,0.3747122287750244,0
8673,0.41034752130508423,0
36927,0.31132736802101135,0
72398,0.4886697828769684,0
86259,0.3679128885269165,0
3742,0.5052420496940613,1
23765,0.4029165208339691,0
35079,0.41501709818840027,0
70394,0.42039763927459717,0
30519,0.4688282608985901,0
69514,0.41015613079071045,0
41082,0.5139498114585876,1
51389,0.3208072781562805,0
58317,0.517766535282135,1
38569,0.40232348442077637,0
34568,0.34247317910194397,0
79132,0.3050532937049866,0
76019,0.3580792546272278,0
67015,0.43795692920684814,0
34218,0.443862646818161,0
48016,0.3515543043613434,0
29348,0.33571508526802063,0
89701,0.43993160128593445,0
25896,0.31485238671302795,0
68457,0.3684902489185333,0
3485,0.3230275809764862,0
36752,0.47420254349708557,0
51670,0.5371876955032349,1
45367,0.3092549741268158,0
30894,0.36032143235206604,0
53021,0.3842247724533081,0
54738,0.39158180356025696,0
41627,0.3940730690956116,0
21654,0.44915780425071716,0
32149,0.2733539044857025,0
57846,0.26241493225097656,0
68510,0.27234748005867004,0
29035,0.48318028450012207,0
76598,0.34418201446533203,0
78263,0.42800477147102356,0
56243,0.21653740108013153,0
63582,0.3993631899356842,0
60182,0.27338045835494995,0
67518,0.39463192224502563,0
34762,0.39744874835014343,0
58412,0.3852110207080841,0
36104,0.4329405128955841,0
61759,0.43318480253219604,0
47026,0.41122400760650635,0
79142,0.3761135935783386,0
51368,0.40956202149391174,0
15392,0.3594413101673126,0
86930,0.48659461736679077,0
28364,0.4310830533504486,0
96451,0.5235936641693115,1
91570,0.36334824562072754,0
17340,0.3424624502658844,0
1762,0.499350368976593,0
30915,0.36276617646217346,0
92864,0.3057880997657776,0
