id,proba,label
15740,0.007175767328590155,0
38794,0.5175338983535767,1
60792,0.00874519906938076,0
71824,0.010073277167975903,0
4796,0.40522679686546326,0
75310,0.17588241398334503,0
63425,0.41954800486564636,0
72360,0.9149110317230225,1
17203,0.4662044942378998,0
76803,0.4814086854457855,0
96013,0.21905569732189178,0
78093,0.6587108373641968,1
8179,0.9407538771629333,1
60425,0.457307368516922,0
68439,0.48470166325569153,0
93602,0.5360279679298401,1
30941,0.6542971730232239,1
13782,0.5393204689025879,1
38902,0.231901615858078,0
42698,0.11121226102113724,0
71840,0.04121261090040207,0
24890,0.46819981932640076,0
74863,0.4447098672389984,0
9257,0.014823547564446926,0
50921,0.008085377514362335,0
3218,0.15689782798290253,0
20396,0.010678448714315891,0
74895,0.42061370611190796,0
32489,0.11403965204954147,0
2937,0.3460058867931366,0
51379,0.07214459776878357,0
54701,0.4652542173862457,0
32198,0.40025225281715393,0
86423,0.28972357511520386,0
52809,0.8099530935287476,1
60158,0.28982582688331604,0
60589,0.4435928761959076,0
43186,0.4013119041919708,0
50498,0.44878333806991577,0
21658,0.36567044258117676,0
96371,0.4783361852169037,0
49873,0.3407835364341736,0
6738,0.19734422862529755,0
19870,0.46128007769584656,0
59604,0.4419540762901306,0
49306,0.5257588624954224,1
8679,0.12917175889015198,0
10536,0.11247570067644119,0
34571,0.47615042328834534,0
40596,0.4370684027671814,0
8245,0.3987060487270355,0
4567,0.4423702359199524,0
60837,0.9123675227165222,1
4851,0.13102078437805176,0
59482,0.02023492008447647,0
74308,0.4899427592754364,0
12945,0.36567044258117676,0
86302,0.5917613506317139,1
70341,0.010508478619158268,0
42609,0.038298364728689194,0
73964,0.05756768584251404,0
59120,0.41451913118362427,0
24560,0.570132315158844,1
67209,0.727445662021637,1
64019,0.6131243109703064,1
8612,0.41283467411994934,0
43925,0.3356580436229706,0
49713,0.2105638086795807,0
28069,0.2684195339679718,0
78259,0.02424522489309311,0
60278,0.29383596777915955,0
62038,0.021081648766994476,0
60534,0.5939730405807495,1
79160,0.4520946443080902,0
17094,0.06481212377548218,0
32698,0.1613043248653412,0
38601,0.08049364387989044,0
49580,0.8758308291435242,1
52804,0.6328955888748169,1
32904,0.029248179867863655,0
12804,0.4738613963127136,0
38125,0.6648690700531006,1
28164,0.03450749069452286,0
93756,0.5409947037696838,1
27103,0.02023492008447647,0
31482,0.0036403373815119267,0
68759,0.4625353515148163,0
69743,0.0387069433927536,0
36047,0.1850314736366272,0
52179,0.8689406514167786,1
18953,0.3926776647567749,0
8673,0.16913600265979767,0
36927,0.44629672169685364,0
72398,0.8597965836524963,1
86259,0.09477722644805908,0
3742,0.6956306099891663,1
23765,0.7721248865127563,1
35079,0.44561445713043213,0
70394,0.8974781632423401,1
30519,0.557934045791626,1
69514,0.46140334010124207,0
41082,0.3734724521636963,0
51389,0.6246128678321838,1
58317,0.5308733582496643,1
38569,0.00874519906938076,0
34568,0.46100911498069763,0
79132,0.6648690700531006,1
76019,0.5879918336868286,1
67015,0.4431222379207611,0
34218,0.2593366503715515,0
48016,0.5293715000152588,1
29348,0.44360440969467163,0
89701,0.7916598320007324,1
25896,0.26122623682022095,0
68457,0.5746220350265503,1
3485,0.023202035576105118,0
36752,0.7190614938735962,1
51670,0.719814658164978,1
45367,0.4269057512283325,0
30894,0.6031680703163147,1
53021,0.6337771415710449,1
54738,0.5080873370170593,1
41627,0.37543928623199463,0
21654,0.4842934012413025,0
32149,0.8671950101852417,1
57846,0.3246345818042755,0
68510,0.30117374658584595,0
29035,0.4225160479545593,0
76598,0.29161515831947327,0
78263,0.46710288524627686,0
56243,0.4854036271572113,0
63582,0.4370684027671814,0
60182,0.9069525003433228,1
67518,0.43852388858795166,0
34762,0.057794682681560516,0
58412,0.08336178213357925,0
36104,0.624641478061676,1
61759,0.023083748295903206,0
47026,0.2089402675628662,0
